Groups:
camcap:camcap_1|data_in_R[7..0] =, camcap:camcap_1|data_in_R[7], camcap:camcap_1|data_in_R[6], camcap:camcap_1|data_in_R[5], camcap:camcap_1|data_in_R[4], camcap:camcap_1|data_in_R[3], camcap:camcap_1|data_in_R[2], camcap:camcap_1|data_in_R[1], camcap:camcap_1|data_in_R[0],  hex

Data:
time unit: ps, camcap:camcap_1|data_in_R[7..0], camcap:camcap_1|data_in_R[7], camcap:camcap_1|data_in_R[6], camcap:camcap_1|data_in_R[5], camcap:camcap_1|data_in_R[4], camcap:camcap_1|data_in_R[3], camcap:camcap_1|data_in_R[2], camcap:camcap_1|data_in_R[1], camcap:camcap_1|data_in_R[0], camcap:camcap_1|trig_0_R, 
1300, 7F, 0, 1, 1, 1, 1, 1, 1, 1, 0, 
1320, 7E, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
1340, 7D, 0, 1, 1, 1, 1, 1, 0, 1, 0, 
1360, 7C, 0, 1, 1, 1, 1, 1, 0, 0, 0, 
1380, 7B, 0, 1, 1, 1, 1, 0, 1, 1, 0, 
1400, 7A, 0, 1, 1, 1, 1, 0, 1, 0, 0, 
1420, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 
1440, 78, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
1460, 77, 0, 1, 1, 1, 0, 1, 1, 1, 0, 
1480, 76, 0, 1, 1, 1, 0, 1, 1, 0, 0, 
1500, 75, 0, 1, 1, 1, 0, 1, 0, 1, 0, 
1520, 74, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
1540, 73, 0, 1, 1, 1, 0, 0, 1, 1, 0, 
1560, 72, 0, 1, 1, 1, 0, 0, 1, 0, 0, 
1580, 71, 0, 1, 1, 1, 0, 0, 0, 1, 0, 
1600, 70, 0, 1, 1, 1, 0, 0, 0, 0, 0, 
1620, 6F, 0, 1, 1, 0, 1, 1, 1, 1, 0, 
1640, 6E, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
1660, 6D, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
1680, 6C, 0, 1, 1, 0, 1, 1, 0, 0, 0, 
1700, 6B, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
1720, 6A, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
1740, 69, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
1760, 68, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
1780, 67, 0, 1, 1, 0, 0, 1, 1, 1, 0, 
1800, 66, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
1820, 65, 0, 1, 1, 0, 0, 1, 0, 1, 0, 
1840, 64, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
1860, 63, 0, 1, 1, 0, 0, 0, 1, 1, 0, 
1880, 62, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
1900, 61, 0, 1, 1, 0, 0, 0, 0, 1, 0, 
1920, 60, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
1940, 5F, 0, 1, 0, 1, 1, 1, 1, 1, 0, 
1960, 5E, 0, 1, 0, 1, 1, 1, 1, 0, 0, 
1980, 5D, 0, 1, 0, 1, 1, 1, 0, 1, 0, 
2000, 5C, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
2020, 5B, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
2040, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
2060, 59, 0, 1, 0, 1, 1, 0, 0, 1, 0, 
2080, 58, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
2100, 57, 0, 1, 0, 1, 0, 1, 1, 1, 0, 
2120, 56, 0, 1, 0, 1, 0, 1, 1, 0, 0, 
2140, 55, 0, 1, 0, 1, 0, 1, 0, 1, 0, 
2160, 54, 0, 1, 0, 1, 0, 1, 0, 0, 0, 
2180, 53, 0, 1, 0, 1, 0, 0, 1, 1, 0, 
2200, 52, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
2220, 51, 0, 1, 0, 1, 0, 0, 0, 1, 0, 
2240, 50, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
2260, 4F, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
2280, 4E, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
2300, 4D, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
2320, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
2340, 4B, 0, 1, 0, 0, 1, 0, 1, 1, 0, 
2360, 4A, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
2380, 49, 0, 1, 0, 0, 1, 0, 0, 1, 0, 
2400, 48, 0, 1, 0, 0, 1, 0, 0, 0, 0, 
2420, 47, 0, 1, 0, 0, 0, 1, 1, 1, 0, 
2440, 46, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
2460, 45, 0, 1, 0, 0, 0, 1, 0, 1, 0, 
2480, 44, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
2500, 43, 0, 1, 0, 0, 0, 0, 1, 1, 0, 
2520, 42, 0, 1, 0, 0, 0, 0, 1, 0, 0, 
2540, 41, 0, 1, 0, 0, 0, 0, 0, 1, 0, 
2560, 40, 0, 1, 0, 0, 0, 0, 0, 0, 0, 
2580, 3F, 0, 0, 1, 1, 1, 1, 1, 1, 0, 
2600, 3E, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
2620, 3D, 0, 0, 1, 1, 1, 1, 0, 1, 0, 
2640, 3C, 0, 0, 1, 1, 1, 1, 0, 0, 0, 
2660, 3B, 0, 0, 1, 1, 1, 0, 1, 1, 0, 
2680, 3A, 0, 0, 1, 1, 1, 0, 1, 0, 0, 
2700, 39, 0, 0, 1, 1, 1, 0, 0, 1, 0, 
2720, 38, 0, 0, 1, 1, 1, 0, 0, 0, 0, 
2740, 37, 0, 0, 1, 1, 0, 1, 1, 1, 0, 
2760, 36, 0, 0, 1, 1, 0, 1, 1, 0, 0, 
2780, 35, 0, 0, 1, 1, 0, 1, 0, 1, 0, 
2800, 34, 0, 0, 1, 1, 0, 1, 0, 0, 0, 
2820, 33, 0, 0, 1, 1, 0, 0, 1, 1, 0, 
2840, 32, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
2860, 31, 0, 0, 1, 1, 0, 0, 0, 1, 0, 
2880, 30, 0, 0, 1, 1, 0, 0, 0, 0, 0, 
2900, 2F, 0, 0, 1, 0, 1, 1, 1, 1, 0, 
2920, 2E, 0, 0, 1, 0, 1, 1, 1, 0, 0, 
2940, 2D, 0, 0, 1, 0, 1, 1, 0, 1, 0, 
2960, 2C, 0, 0, 1, 0, 1, 1, 0, 0, 0, 
2980, 2B, 0, 0, 1, 0, 1, 0, 1, 1, 0, 
3000, 2A, 0, 0, 1, 0, 1, 0, 1, 0, 0, 
3020, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 
3040, 28, 0, 0, 1, 0, 1, 0, 0, 0, 0, 
3060, 27, 0, 0, 1, 0, 0, 1, 1, 1, 0, 
3080, 26, 0, 0, 1, 0, 0, 1, 1, 0, 0, 
3100, 25, 0, 0, 1, 0, 0, 1, 0, 1, 0, 
3120, 24, 0, 0, 1, 0, 0, 1, 0, 0, 0, 
3140, 23, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
3160, 22, 0, 0, 1, 0, 0, 0, 1, 0, 0, 
3180, 21, 0, 0, 1, 0, 0, 0, 0, 1, 0, 
3200, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
3220, 1F, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
3240, 1E, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
3260, 1D, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
3280, 1C, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
3300, 1B, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
3320, 1A, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
3340, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 
3360, 18, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
3380, 17, 0, 0, 0, 1, 0, 1, 1, 1, 0, 
3400, 16, 0, 0, 0, 1, 0, 1, 1, 0, 0, 
3420, 15, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
3440, 14, 0, 0, 0, 1, 0, 1, 0, 0, 0, 
3460, 13, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
3480, 12, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
3500, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
3520, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
3540, 0F, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
3560, 0E, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
3580, 0D, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
3600, 0C, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
3620, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
3640, 0A, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
3660, 09, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
3680, 08, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
3700, 07, 0, 0, 0, 0, 0, 1, 1, 1, 0, 
3720, 06, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
3740, 05, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
3760, 04, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
3780, 03, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
3800, 02, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
3820, 01, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
3840, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
3860, FF, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
3880, FE, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
3900, FD, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
3920, FC, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
3940, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
3960, FA, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
3980, F9, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
4000, F8, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
4020, F7, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
4040, F6, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
4060, F5, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
4080, F4, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
4100, F3, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
4120, F2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 
4140, F1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
4160, F0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
4180, EF, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
4200, EE, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
4220, ED, 1, 1, 1, 0, 1, 1, 0, 1, 0, 
4240, EC, 1, 1, 1, 0, 1, 1, 0, 0, 0, 
4260, EB, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
4280, EA, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
4300, E9, 1, 1, 1, 0, 1, 0, 0, 1, 0, 
4320, E8, 1, 1, 1, 0, 1, 0, 0, 0, 0, 
4340, E7, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
4360, E6, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
4380, E5, 1, 1, 1, 0, 0, 1, 0, 1, 0, 
4400, E4, 1, 1, 1, 0, 0, 1, 0, 0, 0, 
4420, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 
4440, E2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
4460, E1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
4480, E0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 
4500, DF, 1, 1, 0, 1, 1, 1, 1, 1, 0, 
4520, DE, 1, 1, 0, 1, 1, 1, 1, 0, 0, 
4540, DD, 1, 1, 0, 1, 1, 1, 0, 1, 0, 
4560, DC, 1, 1, 0, 1, 1, 1, 0, 0, 0, 
4580, DB, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
4600, DA, 1, 1, 0, 1, 1, 0, 1, 0, 0, 
4620, D9, 1, 1, 0, 1, 1, 0, 0, 1, 0, 
4640, D8, 1, 1, 0, 1, 1, 0, 0, 0, 0, 
4660, D7, 1, 1, 0, 1, 0, 1, 1, 1, 0, 
4680, D6, 1, 1, 0, 1, 0, 1, 1, 0, 0, 
4700, D5, 1, 1, 0, 1, 0, 1, 0, 1, 0, 
4720, D4, 1, 1, 0, 1, 0, 1, 0, 0, 0, 
4740, D3, 1, 1, 0, 1, 0, 0, 1, 1, 0, 
4760, D2, 1, 1, 0, 1, 0, 0, 1, 0, 0, 
4780, D1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 
4800, D0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 
4820, CF, 1, 1, 0, 0, 1, 1, 1, 1, 0, 
4840, CE, 1, 1, 0, 0, 1, 1, 1, 0, 0, 
4860, CD, 1, 1, 0, 0, 1, 1, 0, 1, 0, 
4880, CC, 1, 1, 0, 0, 1, 1, 0, 0, 0, 
4900, CB, 1, 1, 0, 0, 1, 0, 1, 1, 0, 
4920, CA, 1, 1, 0, 0, 1, 0, 1, 0, 0, 
4940, C9, 1, 1, 0, 0, 1, 0, 0, 1, 0, 
4960, C8, 1, 1, 0, 0, 1, 0, 0, 0, 0, 
4980, C7, 1, 1, 0, 0, 0, 1, 1, 1, 0, 
5000, C6, 1, 1, 0, 0, 0, 1, 1, 0, 0, 
5020, C5, 1, 1, 0, 0, 0, 1, 0, 1, 0, 
5040, C4, 1, 1, 0, 0, 0, 1, 0, 0, 0, 
5060, C3, 1, 1, 0, 0, 0, 0, 1, 1, 0, 
5080, C2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 
5100, C1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 
5120, C0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 
5140, BF, 1, 0, 1, 1, 1, 1, 1, 1, 0, 
5160, BE, 1, 0, 1, 1, 1, 1, 1, 0, 0, 
5180, BD, 1, 0, 1, 1, 1, 1, 0, 1, 0, 
5200, BC, 1, 0, 1, 1, 1, 1, 0, 0, 0, 
5220, BB, 1, 0, 1, 1, 1, 0, 1, 1, 0, 
5240, BA, 1, 0, 1, 1, 1, 0, 1, 0, 0, 
5260, B9, 1, 0, 1, 1, 1, 0, 0, 1, 0, 
5280, B8, 1, 0, 1, 1, 1, 0, 0, 0, 0, 
5300, B7, 1, 0, 1, 1, 0, 1, 1, 1, 0, 
5320, B6, 1, 0, 1, 1, 0, 1, 1, 0, 0, 
5340, B5, 1, 0, 1, 1, 0, 1, 0, 1, 0, 
5360, B4, 1, 0, 1, 1, 0, 1, 0, 0, 0, 
5380, B3, 1, 0, 1, 1, 0, 0, 1, 1, 0, 
5400, B2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 
5420, B1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 
5440, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 
5460, AF, 1, 0, 1, 0, 1, 1, 1, 1, 0, 
5480, AE, 1, 0, 1, 0, 1, 1, 1, 0, 0, 
5500, AD, 1, 0, 1, 0, 1, 1, 0, 1, 0, 
5520, AC, 1, 0, 1, 0, 1, 1, 0, 0, 0, 
5540, AB, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
5560, AA, 1, 0, 1, 0, 1, 0, 1, 0, 0, 
5580, A9, 1, 0, 1, 0, 1, 0, 0, 1, 0, 
5600, A8, 1, 0, 1, 0, 1, 0, 0, 0, 0, 
5620, A7, 1, 0, 1, 0, 0, 1, 1, 1, 0, 
5640, A6, 1, 0, 1, 0, 0, 1, 1, 0, 0, 
5660, A5, 1, 0, 1, 0, 0, 1, 0, 1, 0, 
5680, A4, 1, 0, 1, 0, 0, 1, 0, 0, 0, 
5700, A3, 1, 0, 1, 0, 0, 0, 1, 1, 0, 
5720, A2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 
5740, A1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 
5760, A0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 
5780, 9F, 1, 0, 0, 1, 1, 1, 1, 1, 0, 
5800, 9E, 1, 0, 0, 1, 1, 1, 1, 0, 0, 
5820, 9D, 1, 0, 0, 1, 1, 1, 0, 1, 0, 
5840, 9C, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
5860, 9B, 1, 0, 0, 1, 1, 0, 1, 1, 0, 
5880, 9A, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
5900, 99, 1, 0, 0, 1, 1, 0, 0, 1, 0, 
5920, 98, 1, 0, 0, 1, 1, 0, 0, 0, 0, 
5940, 97, 1, 0, 0, 1, 0, 1, 1, 1, 0, 
5960, 96, 1, 0, 0, 1, 0, 1, 1, 0, 0, 
5980, 95, 1, 0, 0, 1, 0, 1, 0, 1, 0, 
6000, 94, 1, 0, 0, 1, 0, 1, 0, 0, 0, 
6020, 93, 1, 0, 0, 1, 0, 0, 1, 1, 0, 
6040, 92, 1, 0, 0, 1, 0, 0, 1, 0, 0, 
6060, 91, 1, 0, 0, 1, 0, 0, 0, 1, 0, 
6080, 90, 1, 0, 0, 1, 0, 0, 0, 0, 0, 
6100, 8F, 1, 0, 0, 0, 1, 1, 1, 1, 0, 
6120, 8E, 1, 0, 0, 0, 1, 1, 1, 0, 0, 
6140, 8D, 1, 0, 0, 0, 1, 1, 0, 1, 0, 
6160, 8C, 1, 0, 0, 0, 1, 1, 0, 0, 0, 
6180, 8B, 1, 0, 0, 0, 1, 0, 1, 1, 0, 
6200, 8A, 1, 0, 0, 0, 1, 0, 1, 0, 0, 
6220, 89, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
6240, 88, 1, 0, 0, 0, 1, 0, 0, 0, 0, 
6260, 87, 1, 0, 0, 0, 0, 1, 1, 1, 0, 
6280, 86, 1, 0, 0, 0, 0, 1, 1, 0, 0, 
6300, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 
6320, 84, 1, 0, 0, 0, 0, 1, 0, 0, 0, 
6340, 83, 1, 0, 0, 0, 0, 0, 1, 1, 0, 
6360, 82, 1, 0, 0, 0, 0, 0, 1, 0, 0, 
6380, 81, 1, 0, 0, 0, 0, 0, 0, 1, 0, 
6400, 80, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
6420, 7F, 0, 1, 1, 1, 1, 1, 1, 1, 0, 
6440, 7E, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
6460, 7D, 0, 1, 1, 1, 1, 1, 0, 1, 0, 
6480, 7C, 0, 1, 1, 1, 1, 1, 0, 0, 0, 
6500, 7B, 0, 1, 1, 1, 1, 0, 1, 1, 0, 
6520, 7A, 0, 1, 1, 1, 1, 0, 1, 0, 0, 
6540, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 
6560, 78, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
6580, 77, 0, 1, 1, 1, 0, 1, 1, 1, 0, 
6600, 76, 0, 1, 1, 1, 0, 1, 1, 0, 0, 
6620, 75, 0, 1, 1, 1, 0, 1, 0, 1, 0, 
6640, 74, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
6660, 73, 0, 1, 1, 1, 0, 0, 1, 1, 0, 
6680, 72, 0, 1, 1, 1, 0, 0, 1, 0, 0, 
6700, 71, 0, 1, 1, 1, 0, 0, 0, 1, 0, 
6720, 70, 0, 1, 1, 1, 0, 0, 0, 0, 0, 
6740, 6F, 0, 1, 1, 0, 1, 1, 1, 1, 0, 
6760, 6E, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
6780, 6D, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
6800, 6C, 0, 1, 1, 0, 1, 1, 0, 0, 0, 
6820, 6B, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
6840, 6A, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
6860, 69, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
6880, 68, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
6900, 67, 0, 1, 1, 0, 0, 1, 1, 1, 0, 
6920, 66, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
6940, 65, 0, 1, 1, 0, 0, 1, 0, 1, 0, 
6960, 64, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
6980, 63, 0, 1, 1, 0, 0, 0, 1, 1, 0, 
7000, 62, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
7020, 61, 0, 1, 1, 0, 0, 0, 0, 1, 0, 
7040, 60, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
7060, 5F, 0, 1, 0, 1, 1, 1, 1, 1, 0, 
7080, 5E, 0, 1, 0, 1, 1, 1, 1, 0, 0, 
7100, 5D, 0, 1, 0, 1, 1, 1, 0, 1, 0, 
7120, 5C, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
7140, 5B, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
7160, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
7180, 59, 0, 1, 0, 1, 1, 0, 0, 1, 0, 
7200, 58, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
7220, 57, 0, 1, 0, 1, 0, 1, 1, 1, 0, 
7240, 56, 0, 1, 0, 1, 0, 1, 1, 0, 0, 
7260, 55, 0, 1, 0, 1, 0, 1, 0, 1, 0, 
7280, 54, 0, 1, 0, 1, 0, 1, 0, 0, 0, 
7300, 53, 0, 1, 0, 1, 0, 0, 1, 1, 0, 
7320, 52, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
7340, 51, 0, 1, 0, 1, 0, 0, 0, 1, 0, 
7360, 50, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
7380, 4F, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
7400, 4E, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
7420, 4D, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
7440, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
7460, 4B, 0, 1, 0, 0, 1, 0, 1, 1, 0, 
7480, 4A, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
7500, 49, 0, 1, 0, 0, 1, 0, 0, 1, 0, 
7520, 48, 0, 1, 0, 0, 1, 0, 0, 0, 0, 
