Groups:
camcap:camcap_1|data_in_R[7..0] =, camcap:camcap_1|data_in_R[7], camcap:camcap_1|data_in_R[6], camcap:camcap_1|data_in_R[5], camcap:camcap_1|data_in_R[4], camcap:camcap_1|data_in_R[3], camcap:camcap_1|data_in_R[2], camcap:camcap_1|data_in_R[1], camcap:camcap_1|data_in_R[0],  hex

Data:
time unit: ps, camcap:camcap_1|data_in_R[7..0], camcap:camcap_1|data_in_R[7], camcap:camcap_1|data_in_R[6], camcap:camcap_1|data_in_R[5], camcap:camcap_1|data_in_R[4], camcap:camcap_1|data_in_R[3], camcap:camcap_1|data_in_R[2], camcap:camcap_1|data_in_R[1], camcap:camcap_1|data_in_R[0], camcap:camcap_1|trig_0_R, 
0, XX, X, X, X, X, X, X, X, X, X, 
342720, EE, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
342740, EF, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
342760, F0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
342780, F1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
342800, F2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 
342820, F3, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
342840, F4, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
342860, F5, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
342880, F6, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
342900, F7, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
342920, F8, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
342940, F9, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
342960, FA, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
342980, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
343000, FC, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
343020, FD, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
343040, FE, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
343060, FF, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
343080, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
343100, 01, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
343120, 02, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
343140, 03, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
343160, 04, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
343180, 05, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
343200, 06, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
343220, 07, 0, 0, 0, 0, 0, 1, 1, 1, 0, 
343240, 08, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
343260, 09, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
343280, 0A, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
343300, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
343320, 0C, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
343340, 0D, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
343360, 0E, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
343380, 0F, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
343400, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
343420, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
343440, 12, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
343460, 13, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
343480, 14, 0, 0, 0, 1, 0, 1, 0, 0, 0, 
343500, 15, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
343520, 16, 0, 0, 0, 1, 0, 1, 1, 0, 0, 
343540, 17, 0, 0, 0, 1, 0, 1, 1, 1, 0, 
343560, 18, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
343580, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 
343600, 1A, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
343620, 1B, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
343640, 1C, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
343660, 1D, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
343680, 1E, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
343700, 1F, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
343720, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
343740, 21, 0, 0, 1, 0, 0, 0, 0, 1, 0, 
343760, 22, 0, 0, 1, 0, 0, 0, 1, 0, 0, 
343780, 23, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
343800, 24, 0, 0, 1, 0, 0, 1, 0, 0, 0, 
343820, 25, 0, 0, 1, 0, 0, 1, 0, 1, 0, 
343840, 26, 0, 0, 1, 0, 0, 1, 1, 0, 0, 
343860, 27, 0, 0, 1, 0, 0, 1, 1, 1, 0, 
343880, 28, 0, 0, 1, 0, 1, 0, 0, 0, 0, 
343900, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 
343920, 2A, 0, 0, 1, 0, 1, 0, 1, 0, 0, 
343940, 2B, 0, 0, 1, 0, 1, 0, 1, 1, 0, 
343960, 2C, 0, 0, 1, 0, 1, 1, 0, 0, 0, 
343980, 2D, 0, 0, 1, 0, 1, 1, 0, 1, 0, 
344000, 2E, 0, 0, 1, 0, 1, 1, 1, 0, 0, 
344020, 2F, 0, 0, 1, 0, 1, 1, 1, 1, 0, 
344040, 30, 0, 0, 1, 1, 0, 0, 0, 0, 0, 
344060, 31, 0, 0, 1, 1, 0, 0, 0, 1, 0, 
344080, 32, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
344100, 33, 0, 0, 1, 1, 0, 0, 1, 1, 0, 
344120, 34, 0, 0, 1, 1, 0, 1, 0, 0, 0, 
344140, 35, 0, 0, 1, 1, 0, 1, 0, 1, 0, 
344160, 36, 0, 0, 1, 1, 0, 1, 1, 0, 0, 
344180, 37, 0, 0, 1, 1, 0, 1, 1, 1, 0, 
344200, 38, 0, 0, 1, 1, 1, 0, 0, 0, 0, 
344220, 39, 0, 0, 1, 1, 1, 0, 0, 1, 0, 
344240, 3A, 0, 0, 1, 1, 1, 0, 1, 0, 0, 
344260, 3B, 0, 0, 1, 1, 1, 0, 1, 1, 0, 
344280, 3C, 0, 0, 1, 1, 1, 1, 0, 0, 0, 
344300, 3D, 0, 0, 1, 1, 1, 1, 0, 1, 0, 
344320, 3E, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
344340, 3F, 0, 0, 1, 1, 1, 1, 1, 1, 0, 
344360, 40, 0, 1, 0, 0, 0, 0, 0, 0, 0, 
344380, 41, 0, 1, 0, 0, 0, 0, 0, 1, 0, 
344400, 42, 0, 1, 0, 0, 0, 0, 1, 0, 0, 
344420, 43, 0, 1, 0, 0, 0, 0, 1, 1, 0, 
344440, 44, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
344460, 45, 0, 1, 0, 0, 0, 1, 0, 1, 0, 
344480, 46, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
344500, 47, 0, 1, 0, 0, 0, 1, 1, 1, 0, 
344520, 48, 0, 1, 0, 0, 1, 0, 0, 0, 0, 
344540, 49, 0, 1, 0, 0, 1, 0, 0, 1, 0, 
344560, 4A, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
344580, 4B, 0, 1, 0, 0, 1, 0, 1, 1, 0, 
344600, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
344620, 4D, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
344640, 4E, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
344660, 4F, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
344680, 50, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
344700, 51, 0, 1, 0, 1, 0, 0, 0, 1, 0, 
344720, 52, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
344740, 53, 0, 1, 0, 1, 0, 0, 1, 1, 0, 
344760, 54, 0, 1, 0, 1, 0, 1, 0, 0, 0, 
344780, 55, 0, 1, 0, 1, 0, 1, 0, 1, 0, 
344800, 56, 0, 1, 0, 1, 0, 1, 1, 0, 0, 
344820, 57, 0, 1, 0, 1, 0, 1, 1, 1, 0, 
344840, 58, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
344860, 59, 0, 1, 0, 1, 1, 0, 0, 1, 0, 
344880, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
344900, 5B, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
344920, 5C, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
344940, 5D, 0, 1, 0, 1, 1, 1, 0, 1, 0, 
344960, 5E, 0, 1, 0, 1, 1, 1, 1, 0, 0, 
344980, 5F, 0, 1, 0, 1, 1, 1, 1, 1, 0, 
345000, 60, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
345020, 61, 0, 1, 1, 0, 0, 0, 0, 1, 0, 
345040, 62, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
345060, 63, 0, 1, 1, 0, 0, 0, 1, 1, 0, 
345080, 64, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
345100, 65, 0, 1, 1, 0, 0, 1, 0, 1, 0, 
345120, 66, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
345140, 67, 0, 1, 1, 0, 0, 1, 1, 1, 0, 
345160, 68, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
345180, 69, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
345200, 6A, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
345220, 6B, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
345240, 6C, 0, 1, 1, 0, 1, 1, 0, 0, 0, 
345260, 6D, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
345280, 6E, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
345300, 6F, 0, 1, 1, 0, 1, 1, 1, 1, 0, 
345320, 70, 0, 1, 1, 1, 0, 0, 0, 0, 0, 
345340, 71, 0, 1, 1, 1, 0, 0, 0, 1, 0, 
345360, 72, 0, 1, 1, 1, 0, 0, 1, 0, 0, 
345380, 73, 0, 1, 1, 1, 0, 0, 1, 1, 0, 
345400, 74, 0, 1, 1, 1, 0, 1, 0, 0, 0, 
345420, 75, 0, 1, 1, 1, 0, 1, 0, 1, 0, 
345440, 76, 0, 1, 1, 1, 0, 1, 1, 0, 0, 
345460, 77, 0, 1, 1, 1, 0, 1, 1, 1, 0, 
345480, 78, 0, 1, 1, 1, 1, 0, 0, 0, 0, 
345500, 79, 0, 1, 1, 1, 1, 0, 0, 1, 0, 
345520, 7A, 0, 1, 1, 1, 1, 0, 1, 0, 0, 
345540, 7B, 0, 1, 1, 1, 1, 0, 1, 1, 0, 
345560, 7C, 0, 1, 1, 1, 1, 1, 0, 0, 0, 
345580, 7D, 0, 1, 1, 1, 1, 1, 0, 1, 0, 
345600, 7E, 0, 1, 1, 1, 1, 1, 1, 0, 0, 
345620, 7F, 0, 1, 1, 1, 1, 1, 1, 1, 0, 
345640, 80, 1, 0, 0, 0, 0, 0, 0, 0, 0, 
345660, 81, 1, 0, 0, 0, 0, 0, 0, 1, 0, 
345680, 82, 1, 0, 0, 0, 0, 0, 1, 0, 0, 
345700, 83, 1, 0, 0, 0, 0, 0, 1, 1, 0, 
345720, 84, 1, 0, 0, 0, 0, 1, 0, 0, 0, 
345740, 85, 1, 0, 0, 0, 0, 1, 0, 1, 0, 
345760, 86, 1, 0, 0, 0, 0, 1, 1, 0, 0, 
345780, 87, 1, 0, 0, 0, 0, 1, 1, 1, 0, 
345800, 88, 1, 0, 0, 0, 1, 0, 0, 0, 0, 
345820, 89, 1, 0, 0, 0, 1, 0, 0, 1, 0, 
345840, 8A, 1, 0, 0, 0, 1, 0, 1, 0, 0, 
345860, 8B, 1, 0, 0, 0, 1, 0, 1, 1, 0, 
345880, 8C, 1, 0, 0, 0, 1, 1, 0, 0, 0, 
345900, 8D, 1, 0, 0, 0, 1, 1, 0, 1, 0, 
345920, 8E, 1, 0, 0, 0, 1, 1, 1, 0, 0, 
345940, 8F, 1, 0, 0, 0, 1, 1, 1, 1, 0, 
345960, 90, 1, 0, 0, 1, 0, 0, 0, 0, 0, 
345980, 91, 1, 0, 0, 1, 0, 0, 0, 1, 0, 
346000, 92, 1, 0, 0, 1, 0, 0, 1, 0, 0, 
346020, 93, 1, 0, 0, 1, 0, 0, 1, 1, 0, 
346040, 94, 1, 0, 0, 1, 0, 1, 0, 0, 0, 
346060, 95, 1, 0, 0, 1, 0, 1, 0, 1, 0, 
346080, 96, 1, 0, 0, 1, 0, 1, 1, 0, 0, 
346100, 97, 1, 0, 0, 1, 0, 1, 1, 1, 0, 
346120, 98, 1, 0, 0, 1, 1, 0, 0, 0, 0, 
346140, 99, 1, 0, 0, 1, 1, 0, 0, 1, 0, 
346160, 9A, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
346180, 9B, 1, 0, 0, 1, 1, 0, 1, 1, 0, 
346200, 9C, 1, 0, 0, 1, 1, 1, 0, 0, 0, 
346220, 9D, 1, 0, 0, 1, 1, 1, 0, 1, 0, 
346240, 9E, 1, 0, 0, 1, 1, 1, 1, 0, 0, 
346260, 9F, 1, 0, 0, 1, 1, 1, 1, 1, 0, 
346280, A0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 
346300, A1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 
346320, A2, 1, 0, 1, 0, 0, 0, 1, 0, 0, 
346340, A3, 1, 0, 1, 0, 0, 0, 1, 1, 0, 
346360, A4, 1, 0, 1, 0, 0, 1, 0, 0, 0, 
346380, A5, 1, 0, 1, 0, 0, 1, 0, 1, 0, 
346400, A6, 1, 0, 1, 0, 0, 1, 1, 0, 0, 
346420, A7, 1, 0, 1, 0, 0, 1, 1, 1, 0, 
346440, A8, 1, 0, 1, 0, 1, 0, 0, 0, 0, 
346460, A9, 1, 0, 1, 0, 1, 0, 0, 1, 0, 
346480, AA, 1, 0, 1, 0, 1, 0, 1, 0, 0, 
346500, AB, 1, 0, 1, 0, 1, 0, 1, 1, 0, 
346520, AC, 1, 0, 1, 0, 1, 1, 0, 0, 0, 
346540, AD, 1, 0, 1, 0, 1, 1, 0, 1, 0, 
346560, AE, 1, 0, 1, 0, 1, 1, 1, 0, 0, 
346580, AF, 1, 0, 1, 0, 1, 1, 1, 1, 0, 
346600, B0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 
346620, B1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 
346640, B2, 1, 0, 1, 1, 0, 0, 1, 0, 0, 
346660, B3, 1, 0, 1, 1, 0, 0, 1, 1, 0, 
346680, B4, 1, 0, 1, 1, 0, 1, 0, 0, 0, 
346700, B5, 1, 0, 1, 1, 0, 1, 0, 1, 0, 
346720, B6, 1, 0, 1, 1, 0, 1, 1, 0, 0, 
346740, B7, 1, 0, 1, 1, 0, 1, 1, 1, 0, 
346760, B8, 1, 0, 1, 1, 1, 0, 0, 0, 0, 
346780, B9, 1, 0, 1, 1, 1, 0, 0, 1, 0, 
346800, BA, 1, 0, 1, 1, 1, 0, 1, 0, 0, 
346820, BB, 1, 0, 1, 1, 1, 0, 1, 1, 0, 
346840, BC, 1, 0, 1, 1, 1, 1, 0, 0, 0, 
346860, BD, 1, 0, 1, 1, 1, 1, 0, 1, 0, 
346880, BE, 1, 0, 1, 1, 1, 1, 1, 0, 0, 
346900, BF, 1, 0, 1, 1, 1, 1, 1, 1, 0, 
346920, C0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 
346940, C1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 
346960, C2, 1, 1, 0, 0, 0, 0, 1, 0, 0, 
346980, C3, 1, 1, 0, 0, 0, 0, 1, 1, 0, 
347000, C4, 1, 1, 0, 0, 0, 1, 0, 0, 0, 
347020, C5, 1, 1, 0, 0, 0, 1, 0, 1, 0, 
347040, C6, 1, 1, 0, 0, 0, 1, 1, 0, 0, 
347060, C7, 1, 1, 0, 0, 0, 1, 1, 1, 0, 
347080, C8, 1, 1, 0, 0, 1, 0, 0, 0, 0, 
347100, C9, 1, 1, 0, 0, 1, 0, 0, 1, 0, 
347120, CA, 1, 1, 0, 0, 1, 0, 1, 0, 0, 
347140, CB, 1, 1, 0, 0, 1, 0, 1, 1, 0, 
347160, CC, 1, 1, 0, 0, 1, 1, 0, 0, 0, 
347180, CD, 1, 1, 0, 0, 1, 1, 0, 1, 0, 
347200, CE, 1, 1, 0, 0, 1, 1, 1, 0, 0, 
347220, CF, 1, 1, 0, 0, 1, 1, 1, 1, 0, 
347240, D0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 
347260, D1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 
347280, D2, 1, 1, 0, 1, 0, 0, 1, 0, 0, 
347300, D3, 1, 1, 0, 1, 0, 0, 1, 1, 0, 
347320, D4, 1, 1, 0, 1, 0, 1, 0, 0, 0, 
347340, D5, 1, 1, 0, 1, 0, 1, 0, 1, 0, 
347360, D6, 1, 1, 0, 1, 0, 1, 1, 0, 0, 
347380, D7, 1, 1, 0, 1, 0, 1, 1, 1, 0, 
347400, D8, 1, 1, 0, 1, 1, 0, 0, 0, 0, 
347420, D9, 1, 1, 0, 1, 1, 0, 0, 1, 0, 
347440, DA, 1, 1, 0, 1, 1, 0, 1, 0, 0, 
347460, DB, 1, 1, 0, 1, 1, 0, 1, 1, 0, 
347480, DC, 1, 1, 0, 1, 1, 1, 0, 0, 0, 
347500, DD, 1, 1, 0, 1, 1, 1, 0, 1, 0, 
347520, DE, 1, 1, 0, 1, 1, 1, 1, 0, 0, 
347540, DF, 1, 1, 0, 1, 1, 1, 1, 1, 0, 
347560, E0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 
347580, E1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 
347600, E2, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
347620, E3, 1, 1, 1, 0, 0, 0, 1, 1, 0, 
347640, E4, 1, 1, 1, 0, 0, 1, 0, 0, 0, 
347660, E5, 1, 1, 1, 0, 0, 1, 0, 1, 0, 
347680, E6, 1, 1, 1, 0, 0, 1, 1, 0, 0, 
347700, E7, 1, 1, 1, 0, 0, 1, 1, 1, 0, 
347720, E8, 1, 1, 1, 0, 1, 0, 0, 0, 0, 
347740, E9, 1, 1, 1, 0, 1, 0, 0, 1, 0, 
347760, EA, 1, 1, 1, 0, 1, 0, 1, 0, 0, 
347780, EB, 1, 1, 1, 0, 1, 0, 1, 1, 0, 
347800, EC, 1, 1, 1, 0, 1, 1, 0, 0, 0, 
347820, ED, 1, 1, 1, 0, 1, 1, 0, 1, 0, 
347840, EE, 1, 1, 1, 0, 1, 1, 1, 0, 0, 
347860, EF, 1, 1, 1, 0, 1, 1, 1, 1, 0, 
347880, F0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 
347900, F1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 
347920, F2, 1, 1, 1, 1, 0, 0, 1, 0, 0, 
347940, F3, 1, 1, 1, 1, 0, 0, 1, 1, 0, 
347960, F4, 1, 1, 1, 1, 0, 1, 0, 0, 0, 
347980, F5, 1, 1, 1, 1, 0, 1, 0, 1, 0, 
348000, F6, 1, 1, 1, 1, 0, 1, 1, 0, 0, 
348020, F7, 1, 1, 1, 1, 0, 1, 1, 1, 0, 
348040, F8, 1, 1, 1, 1, 1, 0, 0, 0, 0, 
348060, F9, 1, 1, 1, 1, 1, 0, 0, 1, 0, 
348080, FA, 1, 1, 1, 1, 1, 0, 1, 0, 0, 
348100, FB, 1, 1, 1, 1, 1, 0, 1, 1, 0, 
348120, FC, 1, 1, 1, 1, 1, 1, 0, 0, 0, 
348140, FD, 1, 1, 1, 1, 1, 1, 0, 1, 0, 
348160, FE, 1, 1, 1, 1, 1, 1, 1, 0, 0, 
348180, FF, 1, 1, 1, 1, 1, 1, 1, 1, 0, 
348200, 00, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
348220, 01, 0, 0, 0, 0, 0, 0, 0, 1, 0, 
348240, 02, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
348260, 03, 0, 0, 0, 0, 0, 0, 1, 1, 0, 
348280, 04, 0, 0, 0, 0, 0, 1, 0, 0, 0, 
348300, 05, 0, 0, 0, 0, 0, 1, 0, 1, 0, 
348320, 06, 0, 0, 0, 0, 0, 1, 1, 0, 0, 
348340, 07, 0, 0, 0, 0, 0, 1, 1, 1, 0, 
348360, 08, 0, 0, 0, 0, 1, 0, 0, 0, 0, 
348380, 09, 0, 0, 0, 0, 1, 0, 0, 1, 0, 
348400, 0A, 0, 0, 0, 0, 1, 0, 1, 0, 0, 
348420, 0B, 0, 0, 0, 0, 1, 0, 1, 1, 0, 
348440, 0C, 0, 0, 0, 0, 1, 1, 0, 0, 0, 
348460, 0D, 0, 0, 0, 0, 1, 1, 0, 1, 0, 
348480, 0E, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
348500, 0F, 0, 0, 0, 0, 1, 1, 1, 1, 0, 
348520, 10, 0, 0, 0, 1, 0, 0, 0, 0, 0, 
348540, 11, 0, 0, 0, 1, 0, 0, 0, 1, 0, 
348560, 12, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
348580, 13, 0, 0, 0, 1, 0, 0, 1, 1, 0, 
348600, 14, 0, 0, 0, 1, 0, 1, 0, 0, 0, 
348620, 15, 0, 0, 0, 1, 0, 1, 0, 1, 0, 
348640, 16, 0, 0, 0, 1, 0, 1, 1, 0, 0, 
348660, 17, 0, 0, 0, 1, 0, 1, 1, 1, 0, 
348680, 18, 0, 0, 0, 1, 1, 0, 0, 0, 0, 
348700, 19, 0, 0, 0, 1, 1, 0, 0, 1, 0, 
348720, 1A, 0, 0, 0, 1, 1, 0, 1, 0, 0, 
348740, 1B, 0, 0, 0, 1, 1, 0, 1, 1, 0, 
348760, 1C, 0, 0, 0, 1, 1, 1, 0, 0, 0, 
348780, 1D, 0, 0, 0, 1, 1, 1, 0, 1, 0, 
348800, 1E, 0, 0, 0, 1, 1, 1, 1, 0, 0, 
348820, 1F, 0, 0, 0, 1, 1, 1, 1, 1, 0, 
348840, 20, 0, 0, 1, 0, 0, 0, 0, 0, 0, 
348860, 21, 0, 0, 1, 0, 0, 0, 0, 1, 0, 
348880, 22, 0, 0, 1, 0, 0, 0, 1, 0, 0, 
348900, 23, 0, 0, 1, 0, 0, 0, 1, 1, 0, 
348920, 24, 0, 0, 1, 0, 0, 1, 0, 0, 0, 
348940, 25, 0, 0, 1, 0, 0, 1, 0, 1, 0, 
348960, 26, 0, 0, 1, 0, 0, 1, 1, 0, 0, 
348980, 27, 0, 0, 1, 0, 0, 1, 1, 1, 0, 
349000, 28, 0, 0, 1, 0, 1, 0, 0, 0, 0, 
349020, 29, 0, 0, 1, 0, 1, 0, 0, 1, 0, 
349040, 2A, 0, 0, 1, 0, 1, 0, 1, 0, 0, 
349060, 2B, 0, 0, 1, 0, 1, 0, 1, 1, 0, 
349080, 2C, 0, 0, 1, 0, 1, 1, 0, 0, 0, 
349100, 2D, 0, 0, 1, 0, 1, 1, 0, 1, 0, 
349120, 2E, 0, 0, 1, 0, 1, 1, 1, 0, 0, 
349140, 2F, 0, 0, 1, 0, 1, 1, 1, 1, 0, 
349160, 30, 0, 0, 1, 1, 0, 0, 0, 0, 0, 
349180, 31, 0, 0, 1, 1, 0, 0, 0, 1, 0, 
349200, 32, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
349220, 33, 0, 0, 1, 1, 0, 0, 1, 1, 0, 
349240, 34, 0, 0, 1, 1, 0, 1, 0, 0, 0, 
349260, 35, 0, 0, 1, 1, 0, 1, 0, 1, 0, 
349280, 36, 0, 0, 1, 1, 0, 1, 1, 0, 0, 
349300, 37, 0, 0, 1, 1, 0, 1, 1, 1, 0, 
349320, 38, 0, 0, 1, 1, 1, 0, 0, 0, 0, 
349340, 39, 0, 0, 1, 1, 1, 0, 0, 1, 0, 
349360, 3A, 0, 0, 1, 1, 1, 0, 1, 0, 0, 
349380, 3B, 0, 0, 1, 1, 1, 0, 1, 1, 0, 
349400, 3C, 0, 0, 1, 1, 1, 1, 0, 0, 0, 
349420, 3D, 0, 0, 1, 1, 1, 1, 0, 1, 0, 
349440, 3E, 0, 0, 1, 1, 1, 1, 1, 0, 0, 
349460, 3F, 0, 0, 1, 1, 1, 1, 1, 1, 0, 
349480, 40, 0, 1, 0, 0, 0, 0, 0, 0, 0, 
349500, 41, 0, 1, 0, 0, 0, 0, 0, 1, 0, 
349520, 42, 0, 1, 0, 0, 0, 0, 1, 0, 0, 
349540, 43, 0, 1, 0, 0, 0, 0, 1, 1, 0, 
349560, 44, 0, 1, 0, 0, 0, 1, 0, 0, 0, 
349580, 45, 0, 1, 0, 0, 0, 1, 0, 1, 0, 
349600, 46, 0, 1, 0, 0, 0, 1, 1, 0, 0, 
349620, 47, 0, 1, 0, 0, 0, 1, 1, 1, 0, 
349640, 48, 0, 1, 0, 0, 1, 0, 0, 0, 0, 
349660, 49, 0, 1, 0, 0, 1, 0, 0, 1, 0, 
349680, 4A, 0, 1, 0, 0, 1, 0, 1, 0, 0, 
349700, 4B, 0, 1, 0, 0, 1, 0, 1, 1, 0, 
349720, 4C, 0, 1, 0, 0, 1, 1, 0, 0, 0, 
349740, 4D, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
349760, 4E, 0, 1, 0, 0, 1, 1, 1, 0, 0, 
349780, 4F, 0, 1, 0, 0, 1, 1, 1, 1, 0, 
349800, 50, 0, 1, 0, 1, 0, 0, 0, 0, 0, 
349820, 51, 0, 1, 0, 1, 0, 0, 0, 1, 0, 
349840, 52, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
349860, 53, 0, 1, 0, 1, 0, 0, 1, 1, 0, 
349880, 54, 0, 1, 0, 1, 0, 1, 0, 0, 0, 
349900, 55, 0, 1, 0, 1, 0, 1, 0, 1, 0, 
349920, 56, 0, 1, 0, 1, 0, 1, 1, 0, 0, 
349940, 57, 0, 1, 0, 1, 0, 1, 1, 1, 0, 
349960, 58, 0, 1, 0, 1, 1, 0, 0, 0, 0, 
349980, 59, 0, 1, 0, 1, 1, 0, 0, 1, 0, 
350000, 5A, 0, 1, 0, 1, 1, 0, 1, 0, 0, 
350020, 5B, 0, 1, 0, 1, 1, 0, 1, 1, 0, 
350040, 5C, 0, 1, 0, 1, 1, 1, 0, 0, 0, 
350060, 5D, 0, 1, 0, 1, 1, 1, 0, 1, 0, 
350080, 5E, 0, 1, 0, 1, 1, 1, 1, 0, 0, 
350100, 5F, 0, 1, 0, 1, 1, 1, 1, 1, 0, 
350120, 60, 0, 1, 1, 0, 0, 0, 0, 0, 0, 
350140, 61, 0, 1, 1, 0, 0, 0, 0, 1, 0, 
350160, 62, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
350180, 63, 0, 1, 1, 0, 0, 0, 1, 1, 0, 
350200, 64, 0, 1, 1, 0, 0, 1, 0, 0, 0, 
350220, 65, 0, 1, 1, 0, 0, 1, 0, 1, 0, 
350240, 66, 0, 1, 1, 0, 0, 1, 1, 0, 0, 
350260, 67, 0, 1, 1, 0, 0, 1, 1, 1, 0, 
350280, 68, 0, 1, 1, 0, 1, 0, 0, 0, 0, 
350300, 69, 0, 1, 1, 0, 1, 0, 0, 1, 0, 
350320, 6A, 0, 1, 1, 0, 1, 0, 1, 0, 0, 
350340, 6B, 0, 1, 1, 0, 1, 0, 1, 1, 0, 
350360, 6C, 0, 1, 1, 0, 1, 1, 0, 0, 0, 
350380, 6D, 0, 1, 1, 0, 1, 1, 0, 1, 0, 
350400, 6E, 0, 1, 1, 0, 1, 1, 1, 0, 0, 
